Supplier Code,Product Code,Picture,Name,SubName,Description,Price USD,Delivery,Discount,Minimum Order,Sort
arthur,"2,22",,"Kakute F7 mini Tekko32 F3 45A mini Atlatl mini
Combo",Combo,"Net Weight : 19g
Gross Weight : 40g
Packing Size : 95*65*26mm",171.6,,,,26
arthur,"2,30",,Holybro Tekko32 F3 Metal ESC * 4,Combo,"Net Weight : 17g
Gross Weight : 60g
Packing Size : 90*65*25mm",145.2,,,,27
arthur,"2,33",,Holybro Tekko32 F3 ESC * 4,Combo,"Net Weight : 16g
Gross Weight : 38g
Packing Size : 100*130mm",92.4,,,,28
arthur,"2,35",,Holybro Tekko32 35A ESC * 4,Combo,"Net Weight : 24g
Gross Weight : 37g
Packing Size : 90*65*25mm",99,,,,29
arthur,"2,36",,"Kakute F4 V2
Tekko 32 4in1 esc (BLHeli 32) Combo",Combo,"Net Weight : 23g
Gross Weight : 53g
Packing Size : 90*65*25mm",129.8,,,,30
arthur,"2,37",,"Kakute F4 V2 Atlalt HV V2
Tekko 32 4in1 esc (BLHeli 32) Combo",Combo,"Net Weight : 38g
Gross Weight : 86g
Packing Size : 90*65*25mm",162.8,,,,31
arthur,"2,38",,Kakute F4 AIO V2 Tekko32 35A ESC * 4 Combo,Combo,"Net Weight : 34g
Gross Weight : 63g
Packing Size : 90*65*25mm",160.6,,,,32
arthur,"2,39",,"Kakute F4 AIO V2 ATLATL HV V2
Tekko32 35A ESC * 4 Combo",Combo,"Net Weight : 57g
Gross Weight : 109g
Packing Size : 90*65*25mm",187,,,,33
arthur,"2,40",,Kakute F4 AIO V2 Atlalt HV V2 Stack,Combo,"Net Weight : 22g
Gross Weight : 47g
Packing Size : 90*65*25mm",88,,,,34
arthur,"2,41",,Kakute F4 V2 Atlalt HV V2 Stack,Combo,"Net Weight : 19g
Gross Weight : 45g
Packing Size : 90*65*25mm",77,,,,35
arthur,"4,2",,"Kotleta20*4
",Combo,"Kotleta 20 is an advanced sensorless BLDC propeller drive controller with CAN bus interface. It runs the Sapog* Firmware.
Kotleta 20 has one CAN bus with two sockets onboard.

Net Weight : 62g
Gross Weight : 107g
Packing Size : 120*72*36mm",204.6,,,,36
arthur,"4,3",,Pixhawk 4(plastic case) GPS (UBLOX NEO-M8N) PM02,Combo,"Net Weight : 81g
Gross Weight : 205g
Packing Size : 150*110*45mm",301.4,,,,37
arthur,"4,4",,Pixhawk 4(aluminum case) GPS (UBLOX NEO-M8N) PM02,Combo,"Net Weight : 95g
Gross Weight : 219g
Packing Size : 150*110*45mm",371.8,,,,38
arthur,"4,5",,Pixhawk4 mini(aluminum case) GPS (UBLOX NEO-M8N) PM06 V2,Combo,"Net Weight : 88g
Gross Weight : 201g
Packing Size : 150*105*45mm",261.8,,,,39
arthur,"4,7",,Pixhawk 4(plastic case) GPS (UBLOX NEO-M8N) PM07,Combo,"Net Weight : 96g
Gross Weight : 220g
Packing Size : 150*110*45mm",325.6,,,,40
arthur,"4,8",,Pixhawk 4(aluminum case) GPS (UBLOX NEO-M8N) PM07,Combo,"Net Weight : 110g
Gross Weight : 234g
Packing Size : 150*110*45mm",393.8,,,,41
