Supplier Code,Product Code,Picture,Name,SubName,Description,Price USD,Delivery,Discount,Minimum Order,Sort
jane v,23,,4 in 1 20A ESC,HIGH GRADE ESC,"BLHELI-S  4 IN 1  20A
Con.Current:30A
Peak Current(10s):35A
BEC:NO
Lipo:2-4s
Programming :YES
Weight:25g
Size(PCB):36*36mm",86.5,,,,410
jane v,25,,2 in 1 6A ESC,HIGH GRADE ESC,"BLHELI-S  2 IN 1 6A
Con.Current:6A
Peak Current(10s):9A
BEC:NO
Lipo:1-2S
Programming :YES
Weight:3g
Size(PCB):21*21mm",23.25,,,,402
jane v,26,,4 in 1 33A ESC,HIGH GRADE ESC,"BLHELI-S  4 IN 1  33A
Con.Current:33A
Peak Current(10s):43A
LBEC:1A/5V
SBEC:3A/12V
Lipo:3-5s
Programming :YES
Weight:19g
Size(PCB):36*36mm",87.5,,,,418
jane v,27,,4 in 1 30A ESC + F4,HIGH GRADE ESC,"BLHELI-S  4 IN 1  30A +F4
Con.Current:30A
Peak Current(10s):35A
LBEC:1A/5V
Lipo:2-4s
Programming :YES
 F4 +BEC+CURRENT(?????
 Input: 2-4S LIPO
Output Voltage:   5V/1A 
STM32F4 CPU
ICM-MPU6000  Accelerometers and Gyroscopes   SPI
MicroUSB socket.
Weight:22g
Size(PCB):36*36mm",114.75,,,,413
jane v,29,,2 in 1 10A ESC,HIGH GRADE ESC,"BLHELI-S  2 IN 1  10A
Con.Current:10A
Peak Current(10s):15A
BEC:NO
Lipo:2-3s
Programming :YES
Weight:6g
Size(PCB):21*21mm",25.75,,,,403
jane v,30,,4 in 1 33A ESC,HIGH GRADE ESC,"BLHELI-S  4 IN 1  33A
Con.Current:33A
Peak Current(10s):43A
LBEC:1A/5V
SBEC:3A/12V
Lipo:3-5s
Programming :YES
Weight:19g
Size(PCB):36*36mm",87.5,,,,419
jane v,31,,4 in 1 30A ESC + F3,HIGH GRADE ESC,"BLHELI-S  4 IN 1  30A +F3
Con.Current:30A
Peak Current(10s):35A
LBEC:1A/5V
Lipo:2-4s
Programming :YES
 F3 +BEC+OSD+CURRENT(?????
 Input: 2-4S LIPO
Output Voltage:   5V/2A 
STM32F3 CPU
ICM-MPU6000  Accelerometers and Gyroscopes   SPI
MicroUSB socket.
Weight:22g
Size(PCB):36*36mm",31.5,,,,414
jane v,32,,4 in 1 5A ESC,HIGH GRADE ESC,"BLHELI-S  4 IN 1  5A
Con.Current:6A
Peak Current(10s):7A
BEC:NO
Lipo:1-2S
Programming :YES
Weight:2g
Size(PCB):20*20mm
M2  16x16mm  mounting holes",51.25,,,,404
jane v,33,,4 in 1 30A ESC + F4 + OSD,HIGH GRADE ESC,"BLHELI-S  4 IN 1  30A +F4+OSD
Con.Current:30A
Peak Current(10s):35A
SBEC:3A/5V
Lipo:2-4s
Programming :YES
 F4 +OSD+BEC+CURRENT
 Input: 2-4S LIPO
Output Voltage:   5V/1A 
STM32F4 CPU
ICM-MPU6000  Accelerometers and Gyroscopes   SPI
MicroUSB socket.
Weight:22g
Size(PCB):36*36mm",118.75,,,,415
jane v,35,,4 in 1 25A ESC,HIGH GRADE ESC,"BLHELI-S  4 IN 1 25A
Con.Current:25A
Peak Current(10s):30A
Lipo2-4s
Programming :YES
Weight:12g
Size(PCB):27*27mm
M2.5  20x20mm  mounting holes",71.5,,,,416
jane v,36,,4 in 1 6A ESC,HIGH GRADE ESC,"BLS 40A 4 IN1 6S
Con.Current:40A
Peak Current(10s):45A
Lipo2-6s
Programming :YES
Weight: ESC:16g
Size(PCB):36*36mm
M3  30.5x30.5mm  mounting holes",116.75,,,,406
